Name,Price,Category,POS_Category,Image_URL,Local_Image_Path
BANDEJA PLASTICA P/ MASILLA 10PULG - WADFOW,₲ 15.400,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOUFaQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--93d97e6a6808e2c463271201344266b85fd66240/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126241.jpg,/opt/odoo/odoo8084/electropar_images/BANDEJA_PLASTICA_P__MASILLA_10PULG_-_WADFOW.jpg
NIVEL DE PLOMADA MAGNÉTICO - WADFOW,₲ 59.901,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOUlaQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a11d2ba523c72b47486b5ae29dad05ed22cca707/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126243.jpg,/opt/odoo/odoo8084/electropar_images/NIVEL_DE_PLOMADA_MAGN_TICO_-_WADFOW.jpg
PISTOLA DE CALAFATEO (TUBO SILICONA) 230MM - WADFOW,₲ 15.700,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOVlaQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--65e999e57547b8f5158af0fe8e607647e80a7cbc/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126247.jpg,/opt/odoo/odoo8084/electropar_images/PISTOLA_DE_CALAFATEO__TUBO_SILICONA__230MM_-_WADFOW.jpg
PISTOLA DE CALAFATEO (TUBO SILICONA) 230MM FUNCIÓN DE...,₲ 29.500,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWNaQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3600f1b1c331d552c472d643aec21300793895e7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126248.jpg,/opt/odoo/odoo8084/electropar_images/PISTOLA_DE_CALAFATEO__TUBO_SILICONA__230MM_FUNCI_N_DE....jpg
PISTOLA DE CALAFATEO (TUBO SILICONA) 230MM - MANGO DE...,₲ 43.600,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWdaQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3fdea5c22e207afd9cd16e4ade7be5958be3b4fb/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126249.jpg,/opt/odoo/odoo8084/electropar_images/PISTOLA_DE_CALAFATEO__TUBO_SILICONA__230MM_-_MANGO_DE....jpg
PEGAMENTO INSTANTÁNEO UNIVERSAL 1GR. (10 PZS) - WADFOW,₲ 7.600,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWtaQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--59d526ced0101f62e8bad13ab818a75626860ed0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126250.jpg,/opt/odoo/odoo8084/electropar_images/PEGAMENTO_INSTANT_NEO_UNIVERSAL_1GR.__10_PZS__-_WADFOW.jpg
PAPELERA DE PLÁSTICO (BASURERO) - WADFOW,₲ 18.000,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdzhhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bc4939ebb325f0f2f13a2cf8e27bf42bc152315f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126291.jpg,/opt/odoo/odoo8084/electropar_images/PAPELERA_DE_PL_STICO__BASURERO__-_WADFOW.jpg
CUBO DE PLÁSTICO (15L) - WADFOW,₲ 28.700,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeEFhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--de437f815061a843422799db8d452a9a8fc6c071/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126292.jpg,/opt/odoo/odoo8084/electropar_images/CUBO_DE_PL_STICO__15L__-_WADFOW.jpg
CUBO DE PLÁSTICO (18L) - WADFOW,₲ 33.000,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeEVhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b51286d8f55065074950b80acd879abf6438d0d0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126293.jpg,/opt/odoo/odoo8084/electropar_images/CUBO_DE_PL_STICO__18L__-_WADFOW.jpg
LONA 2X3M - WADFOW,₲ 36.500,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeElhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--08f7888c025d5e1ec9a90f10c87448667d64379c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126294.jpg,/opt/odoo/odoo8084/electropar_images/LONA_2X3M_-_WADFOW.jpg
LONA 3X4M - WADFOW,₲ 73.000,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeE1hQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5f70d07882fbf8d6bd33802aa9e9d680dbceaada/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126295.jpg,/opt/odoo/odoo8084/electropar_images/LONA_3X4M_-_WADFOW.jpg
LONA 4X6M - WADFOW,₲ 137.200,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeFVhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--05201a41dc2507fd29a7b93e25366bc2939bb5ab/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126296.jpg,/opt/odoo/odoo8084/electropar_images/LONA_4X6M_-_WADFOW.jpg
BANCO DE TRABAJO PLEGABLE 100KG - WADFOW,₲ 197.600,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGthQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ccad83c9d6eaa2b9210d3609427928e595522a3d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126299.jpg,/opt/odoo/odoo8084/electropar_images/BANCO_DE_TRABAJO_PLEGABLE_100KG_-_WADFOW.jpg
CEPILLO PARA BOTELLAS - WADFOW,₲ 7.300,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeHdhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f20b70cc983a97765779157525b889e2a672c5f5/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126302.jpg,/opt/odoo/odoo8084/electropar_images/CEPILLO_PARA_BOTELLAS_-_WADFOW.jpg
ESCOBA PARA INTERIORES - WADFOW,₲ 21.900,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeDBhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7cb9691a7e1fffe06ca2880af483552cead132e0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126303.jpg,/opt/odoo/odoo8084/electropar_images/ESCOBA_PARA_INTERIORES_-_WADFOW.jpg
ESCOBA PARA EXTERIORES - WADFOW,₲ 21.900,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeDRhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--59e64b54f016c90df1f85b781f42a165ccc91466/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126304.jpg,/opt/odoo/odoo8084/electropar_images/ESCOBA_PARA_EXTERIORES_-_WADFOW.jpg
TUBOS TERMOCONTRAÍBLES (120 PZS) - WADFOW,₲ 21.700,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGFOQVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f28ac9ed474a86bbeaa88bd2acbeb1a7fc00adef/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126305.jpg,/opt/odoo/odoo8084/electropar_images/TUBOS_TERMOCONTRA_BLES__120_PZS__-_WADFOW.jpg
SOPORTE DE ESQUINA 20X20MM (4 PZS) - WADFOW,₲ 5.500,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeUlhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f936698cb7392c378f745265317baeb37f7b71da/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126309.jpg,/opt/odoo/odoo8084/electropar_images/SOPORTE_DE_ESQUINA_20X20MM__4_PZS__-_WADFOW.jpg
SOPORTE DE ESQUINA 50X50MM (4 PZS) - WADFOW,₲ 7.600,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeVFhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--967cd43dff663d588e39b877c32296cd8e40d943/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126310.jpg,/opt/odoo/odoo8084/electropar_images/SOPORTE_DE_ESQUINA_50X50MM__4_PZS__-_WADFOW.jpg
SOPORTE DE ESQUINA 75X75MM (4 PZS) - WADFOW,₲ 11.000,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeVlhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3a50c6c7b10d137a43594ac66ecedf48ab3f27d9/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126311.jpg,/opt/odoo/odoo8084/electropar_images/SOPORTE_DE_ESQUINA_75X75MM__4_PZS__-_WADFOW.jpg
SOPORTE DE ESQUINA 100X100MM (4 PZS) - WADFOW,₲ 13.000,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeWdhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a3779d799d676df93083a6f07fb25fc51984fc29/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126312.jpg,/opt/odoo/odoo8084/electropar_images/SOPORTE_DE_ESQUINA_100X100MM__4_PZS__-_WADFOW.jpg
JUEGO DE ROSCAS Y TARRAJAS MÉTRICAS (12 PZS) - WADFOW,₲ 166.601,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNFlhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--46d10b4e4df55d5137976a45f2ddb652682d0666/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126392.jpg,/opt/odoo/odoo8084/electropar_images/JUEGO_DE_ROSCAS_Y_TARRAJAS_M_TRICAS__12_PZS__-_WADFOW.jpg
MACHOS Y TARRAJAS MÉTRICAS (20 PZS) - WADFOW,₲ 233.900,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGNhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d1181bf2392e2aba1c5150e3dde57cdcadf7fa49/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126393.jpg,/opt/odoo/odoo8084/electropar_images/MACHOS_Y_TARRAJAS_M_TRICAS__20_PZS__-_WADFOW.jpg
PIEDRA DE AFILAR 230MM - WADFOW,₲ 5.100,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNDhhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5ab1cad4c81955c4dc038f710f9337f4056544a2/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126401.jpg,/opt/odoo/odoo8084/electropar_images/PIEDRA_DE_AFILAR_230MM_-_WADFOW.jpg
PIEDRA DE AFILAR COMBINADA 120P/240P - WADFOW,₲ 8.201,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNUVhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b7c9ac2894a1e72c662cd6c8ba49864988a2a384/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126402.jpg,/opt/odoo/odoo8084/electropar_images/PIEDRA_DE_AFILAR_COMBINADA_120P_240P_-_WADFOW.jpg
JUEGO DE CEPILLOS ABRASIVOS 7PULG. (3 PZS) - WADFOW,₲ 9.301,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNm9hQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6d97064ac95ab7761ac1b0c9a23eb792bdf837a8/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126427.jpg,/opt/odoo/odoo8084/electropar_images/JUEGO_DE_CEPILLOS_ABRASIVOS_7PULG.__3_PZS__-_WADFOW.jpg
JUEGO DE CEPILLOS ABRASIVOS 9PULG. (3 PZS) - WADFOW,₲ 17.700,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNnNhQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--06cedb0c0e739065dc4a4546470684c61e242cbf/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/126428.jpg,/opt/odoo/odoo8084/electropar_images/JUEGO_DE_CEPILLOS_ABRASIVOS_9PULG.__3_PZS__-_WADFOW.jpg
SARGENTO DE BARRA RÁPIDO 63X300MM - TOTAL,₲ 53.200,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNWdWQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9f45b385cae4661cdc8c5b627c369f2e2f4147bc/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/125438.jpg,/opt/odoo/odoo8084/electropar_images/SARGENTO_DE_BARRA_R_PIDO_63X300MM_-_TOTAL.jpg
SARGENTO DE BARRA RÁPIDO 63X450MM - TOTAL,₲ 56.900,FERRETERÍA EN GENERAL,FERRETERÍA EN GENERAL,https://electropar.b-cdn.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNWtWQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--62ad4c78da3a47f57b0e26aeea595f7c61f86c98/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RTNKbGMybDZaVjloYm1SZmNHRmtXd2RwQWl3QmFRSXNBUT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--6cb9da79ecc04d7c8e10b3563f9294560e1bfed2/125439.jpg,/opt/odoo/odoo8084/electropar_images/SARGENTO_DE_BARRA_R_PIDO_63X450MM_-_TOTAL.jpg
